x,y
0.0,0.1785976522920472
0.010005002501250625,0.21512105379406757
0.02001000500250125,0.3482689468061039
0.030015007503751877,0.48333096397995545
0.0400200100050025,0.4283785342337694
0.05002501250625312,0.4894492689930712
0.060030015007503754,0.6694199580036944
0.07003501750875438,0.6567689263800065
0.080040020010005,0.604915017636755
0.09004502251125562,0.7007279924646089
0.10005002501250625,0.6454791541015894
0.11005502751375687,0.6509169029821572
0.12006003001500751,0.6969786616947011
0.13006503251625812,0.5342965883509241
0.14007003501750875,0.5282837606881742
0.15007503751875936,0.5842256030812552
0.16008004002001,0.5222842745683094
0.17008504252126064,0.5811985166012308
0.18009004502251125,0.4595161957761075
0.19009504752376188,0.38739163847013836
0.2001000500250125,0.5527186192233147
0.21010505252626313,0.40019204894377874
0.22011005502751374,0.38977538870072087
0.23011505752876438,0.25855410205077284
0.24012006003001501,0.298411450668824
0.25012506253126565,0.3280931022991318
0.26013006503251623,0.2294945783360789
0.27013506753376687,0.33212630204990895
0.2801400700350175,0.2654340994757566
0.29014507253626814,0.2942291216642106
0.3001500750375187,0.2846325572245331
0.31015507753876936,0.47268464309967984
0.32016008004002,0.3616044998915899
0.33016508254127064,0.3102543214323105
0.3401700850425213,0.46473730942090075
0.35017508754377186,0.34455990563301647
0.3601800900450225,0.46638850779442187
0.37018509254627313,0.3341886553154222
0.38019009504752377,0.3949038149164298
0.39019509754877435,0.5142912901325213
0.400200100050025,0.5603455945962367
0.4102051025512756,0.5238842897232059
0.42021010505252626,0.5019268453045779
0.4302151075537769,0.48200923052209554
0.4402201100550275,0.38784573935764444
0.4502251125562781,0.4248819954040961
0.46023011505752875,0.42331375845414543
0.4702351175587794,0.5070682721677215
0.48024012006003003,0.43287183881620567
0.4902451225612806,0.2605172083813415
0.5002501250625313,0.3822845764000501
0.5102551275637819,0.31008826737715156
0.5202601300650325,0.27007953834536036
0.5302651325662832,0.3448069481590433
0.5402701350675337,0.3638099443961261
0.5502751375687843,0.3524721756109239
0.560280140070035,0.23085192090652798
0.5702851425712856,0.2774016618337187
0.5802901450725363,0.33904300326320497
0.5902951475737869,0.40828050585032927
0.6003001500750375,0.3376309475988109
0.6103051525762881,0.3958601578938691
0.6203101550775387,0.3748165068936579
0.6303151575787894,0.41664799555522225
0.64032016008004,0.6089081132903308
0.6503251625812906,0.7007958982702022
0.6603301650825413,0.6553643255309073
0.6703351675837919,0.7843879292826907
0.6803401700850426,0.7908325416119517
0.6903451725862931,0.7678609242235117
0.7003501750875437,0.8805028027624852
0.7103551775887944,0.9984233274523326
0.720360180090045,0.9160307066528689
0.7303651825912957,1.0471193663803555
0.7403701850925463,0.7638355788282183
0.7503751875937968,1.0044876205766986
0.7603801900950475,0.9427131873829466
0.7703851925962981,0.8953736679704505
0.7803901950975487,0.8927910369200301
0.7903951975987994,0.7082984579312276
0.80040020010005,0.7849616398431594
0.8104052026013007,0.7711558014058747
0.8204102051025512,0.7895674694456591
0.8304152076038018,0.5852879106120862
0.8404202101050525,0.4973594279579319
0.8504252126063031,0.44962880794654064
0.8604302151075538,0.47950065338398334
0.8704352176088044,0.3703802149058963
0.880440220110055,0.24480007593474828
0.8904452226113057,0.25604825224569516
0.9004502251125562,0.16984086199262044
0.9104552276138069,0.17922604193192962
0.9204602301150575,0.01663248356618413
0.9304652326163081,0.0034636727816475463
0.9404702351175588,-0.03411139830554539
0.9504752376188094,-0.13605683112402905
0.9604802401200601,-0.03413290894906852
0.9704852426213106,-0.05276489632545637
0.9804902451225612,-0.08258189369443372
0.9904952476238119,-0.10792034421231775
1.0005002501250626,-0.1968253938772325
1.0105052526263132,-0.13222229725339546
1.0205102551275638,-0.13166808847206807
1.0305152576288144,-0.16967136929298574
1.040520260130065,-0.132548811360361
1.0505252626313157,-0.10349511380166838
1.0605302651325663,-0.01374298902410237
1.070535267633817,-0.15154959835117704
1.0805402701350675,-0.16804379742661213
1.090545272636318,-0.21798325057864662
1.1005502751375686,-0.37804390326368054
1.1105552776388194,-0.28043679441070396
1.12056028014007,-0.31252880871350397
1.1305652826413206,-0.18502020945323935
1.1405702851425712,-0.41320950327812184
1.1505752876438218,-0.4214499355104407
1.1605802901450726,-0.48714550372098014
1.1705852926463232,-0.6067978800713566
1.1805902951475737,-0.4821516495611464
1.1905952976488243,-0.5423628479462765
1.200600300150075,-0.5670555994467377
1.2106053026513257,-0.7071137482849882
1.2206103051525763,-0.5590739064055816
1.2306153076538269,-0.7613811327751772
1.2406203101550775,-0.6199347397308298
1.250625312656328,-0.4970850722378084
1.2606303151575788,-0.7009103377835497
1.2706353176588294,-0.644496036961633
1.28064032016008,-0.563912796917368
1.2906453226613306,-0.5657752025750211
1.3006503251625812,-0.5934027746233986
1.310655327663832,-0.4303122404856638
1.3206603301650826,-0.45705035822256745
1.3306653326663331,-0.2959265212444864
1.3406703351675837,-0.34017853847984464
1.3506753376688343,-0.1159590751133016
1.360680340170085,-0.2313085591294763
1.3706853426713357,-0.15584328018899146
1.3806903451725863,-0.039224089920592176
1.3906953476738368,-0.15233658494795238
1.4007003501750874,-0.02826091492585452
1.4107053526763382,0.060683677082201154
1.4207103551775888,-0.13896336177578728
1.4307153576788394,-0.018220575590489528
1.44072036018009,-0.026559768623511008
1.4507253626813406,-0.012085245407604236
1.4607303651825914,-0.18321964713043226
1.470735367683842,-0.2257240727884558
1.4807403701850925,-0.13914124555059137
1.490745372686343,-0.2017322691095474
1.5007503751875937,-0.25491148038082273
1.5107553776888443,-0.29975712003015953
1.520760380190095,-0.4233508995625215
1.5307653826913457,-0.4099823678663343
1.5407703851925962,-0.4536167459516446
1.5507753876938468,-0.568201016986388
1.5607803901950974,-0.42676225095402825
1.5707853926963482,-0.5575991654450148
1.5807903951975988,-0.7011345485238818
1.5907953976988494,-0.5919148532475724
1.6008004002001,-0.7192102928414281
1.6108054027013505,-0.6020430094991259
1.6208104052026013,-0.5755453893411006
1.630815407703852,-0.7074776338693974
1.6408204102051025,-0.5705672861903339
1.650825412706353,-0.5925516247328101
1.6608304152076037,-0.543815933328191
1.6708354177088545,-0.4460545636533014
1.680840420210105,-0.5721564518917487
1.6908454227113556,-0.5836854434665666
1.7008504252126062,-0.5699942201173236
1.7108554277138568,-0.543468696537196
1.7208604302151076,-0.4730588861317591
1.7308654327163582,-0.42841666573259174
1.7408704352176088,-0.4213759711736894
1.7508754377188593,-0.3753620323681263
1.76088044022011,-0.4289855072113568
1.7708854427213607,-0.32869775066533885
1.7808904452226113,-0.4530252607285895
1.7908954477238619,-0.25102389038276673
1.8009004502251125,-0.4066494262646442
1.810905452726363,-0.5205667148765906
1.8209104552276139,-0.5456712503161819
1.8309154577288644,-0.4459365965611019
1.840920460230115,-0.5020089331267095
1.8509254627313656,-0.4395074154616445
1.8609304652326162,-0.45480986911038856
1.870935467733867,-0.48577658724569595
1.8809404702351176,-0.5260964757871115
1.8909454727363681,-0.5516896321247842
1.9009504752376187,-0.44792021570253826
1.9109554777388693,-0.3196465356635449
1.9209604802401201,-0.31943728549448824
1.9309654827413707,-0.368594827707067
1.9409704852426213,-0.20887689618283845
1.9509754877438719,-0.1270143818715973
1.9609804902451224,-0.1431946571636993
1.970985492746373,0.006576768878189891
1.9809904952476238,0.08017395222080359
1.9909954977488744,0.07805590630371367
2.001000500250125,0.26521228886153975
2.0110055027513756,0.3600890580351644
2.0210105052526264,0.4743193706843073
2.0310155077538767,0.5454545625573892
2.0410205102551275,0.4425637867070617
2.0510255127563783,0.5335690127171691
2.0610305152576287,0.6873576499450491
2.0710355177588795,0.7304253556951157
2.08104052026013,0.7641805674107702
2.0910455227613807,1.0217087447279956
2.1010505252626315,0.8060792786312162
2.111055527763882,0.8501728581260972
2.1210605302651326,0.8330157507615286
2.131065532766383,0.7991323561893078
2.141070535267634,0.7114877520476849
2.151075537768884,0.760583658350173
2.161080540270135,0.6224299707548784
2.1710855427713858,0.6255855320260734
2.181090545272636,0.5718241959743052
2.191095547773887,0.5746075590653962
2.2011005502751373,0.6948091437497562
2.211105552776388,0.36810735744138234
2.221110555277639,0.5161738760801665
2.2311155577788893,0.3288406724881273
2.24112056028014,0.38735235651948596
2.2511255627813904,0.4808941654240931
2.2611305652826412,0.399393010550359
2.271135567783892,0.31570072957292356
2.2811405702851424,0.34318134893250474
2.291145572786393,0.44840178693447297
2.3011505752876436,0.36214737238722783
2.3111555777888944,0.4449506227933631
2.321160580290145,0.45266553404733023
2.3311655827913955,0.42565266126177004
2.3411705852926463,0.644137241238417
2.3511755877938967,0.5611136419116234
2.3611805902951475,0.39643824274080885
2.3711855927963983,0.570457616473732
2.3811905952976486,0.5271151542311779
2.3911955977988995,0.6451970982439506
